"","tip_percent","hour"
"70943",9.52,8
"70944",0,14
"70945",13.33,6
"70946",16,17
"70947",21,14
"70948",26.67,9
"70949",14.29,13
"70950",21.33,10
"70951",22.13,9
"70952",25.74,12
"70953",21.67,19
"70954",22.59,17
"70955",7.41,15
"70956",32.86,10
"70957",23.71,20
"70958",34.48,20
"70959",21.39,18
"70960",22.74,20
"70961",24.8,19
"70962",18.42,23
"70963",26.67,11
"70964",30,18
"70965",23.71,21
"70966",21.53,19
"70967",21.88,12
"70968",26.41,19
"70969",9.52,14
"70970",28,18
"70971",20.55,14
"70972",16.67,17
"70973",8.33,12
"70974",27.14,21
"70975",27.78,16
"70976",21.23,7
"70977",20.88,12
"70978",34,11
"70979",21.35,21
"70980",20.84,11
"70981",32.22,20
"70982",21.1,8
"70983",21.6,15
"70984",12.74,22
"70985",10.53,11
"70986",23.68,16
"70987",13.33,7
"70988",22,20
"70989",17.65,0
"70990",23.06,0
"70991",17.65,7
"70992",26,18
"70993",25,17
"70994",21.19,17
"70995",21.43,18
"70996",22.33,18
"70997",21.88,18
"70998",28.57,20
"70999",27.22,11
"71000",22.91,11
"71001",16.67,7
"71002",22.48,20
"71003",7.69,19
"71004",22.5,13
"71005",13.38,18
"71006",17.39,20
"71007",25.18,8
"71008",26.36,19
"71009",21.76,15
"71010",15.38,19
"71011",21.39,21
"71012",24.42,22
"71013",23.56,8
"71014",22.48,21
"71015",23.26,10
"71016",21.68,10
"71017",18.46,20
"71018",0,21
"71019",21.88,9
"71020",22.26,0
"71021",20.89,7
"71022",22.36,1
"71023",22.94,0
"71024",21.68,8
"71025",17.39,12
"71026",25,18
"71027",21.14,9
"71028",34.29,3
"71029",23.57,22
"71030",24,0
"71031",21.85,22
"71032",23.47,23
"71033",21.74,19
"71034",33.89,21
"71035",22.13,17
"71036",17.95,23
"71037",0,18
"71038",37.07,0
"71039",22.14,12
"71040",21.93,1
"71041",13.33,9
"71042",0,18
"71043",20,18
"71044",28.33,11
"71045",11.76,7
"71046",34,12
"71047",11.76,4
"71048",35,18
"71049",20.65,7
"71050",18.18,16
"71051",24.57,20
"71052",11.76,20
"71053",21.62,9
"71054",20,20
"71055",19.05,18
"71056",23.12,23
"71057",30,20
"71058",4.55,21
"71059",11.33,0
"71060",21.27,5
"71061",21.88,12
"71062",22.88,18
"71063",22.73,11
"71064",27.83,22
"71065",22.67,13
"71066",0,3
"71067",22.17,20
"71068",18.18,12
"71069",28.33,18
"71070",21.58,8
"71071",20.95,22
"71072",23.57,1
"71073",27.83,22
"71074",20.95,19
"71075",10,8
"71076",24.17,23
"71077",38.67,1
"71078",22.44,18
"71079",21.45,14
"71080",26.67,0
"71081",22.08,22
"71082",26.67,10
"71083",15.38,21
"71084",18,23
"71085",23,11
"71086",22.46,13
"71087",8.89,9
"71088",22.08,23
"71089",23.33,17
"71090",0,12
"71091",5.56,23
"71092",22.67,10
"71093",0,14
"71094",30.37,15
"71095",34.76,19
"71096",6.71,18
"71097",16.67,12
"71098",22.06,20
"71099",30.67,18
"71100",23.33,8
"71101",21.05,0
"71102",37.78,1
"71103",28,8
"71104",22.74,21
"71105",21.78,12
"71106",23.08,23
"71107",21.86,21
"71108",20.7,2
"71109",41.71,22
"71110",5.41,15
"71111",22.78,2
"71112",0,11
"71113",0,15
"71114",20.58,19
"71115",23.25,23
"71116",21.39,13
"71117",21.14,9
"71118",22.73,23
"71119",16.67,11
"71120",25,14
"71121",21.07,12
"71122",16.67,9
"71123",26.67,13
"71124",23.92,17
"71125",21,11
"71126",32.73,19
"71127",22.78,21
"71128",33.33,2
"71129",21.45,11
"71130",20.79,8
"71131",21.67,15
"71132",14.29,13
"71133",22.67,8
"71134",22.74,23
"71135",7.41,19
"71136",27.78,19
"71137",21.52,7
"71138",27.22,12
"71139",9.52,23
"71140",21.68,21
"71141",21.19,0
"71142",20,20
"71143",0,12
"71144",28.04,15
"71145",26.23,23
"71146",32.23,21
"71147",14.78,10
"71148",34.88,20
"71149",0,22
"71150",21.52,17
"71151",22.72,10
"71152",23.68,18
"71153",34,19
"71154",10,20
"71155",10.43,11
"71156",21.14,20
"71157",22.13,9
"71158",21.27,21
"71159",22.5,1
"71160",30.37,11
"71161",31.25,12
"71162",24.09,4
"71163",14.29,14
"71164",28.42,22
"71165",13.79,16
"71166",11.11,18
"71167",14.29,20
"71168",22.18,18
"71169",8.89,4
"71170",27.86,7
"71171",21.68,14
"71172",7.14,17
"71173",23.56,13
"71174",21.1,8
"71175",17.5,13
"71176",21.06,5
"71177",17.65,2
"71178",11.89,20
"71179",22.29,18
"71180",22.44,16
"71181",21.88,18
"71182",17.78,0
"71183",22.78,22
"71184",22.5,11
"71185",21.68,0
"71186",16,21
"71187",25.71,10
"71188",0,2
"71189",27.1,1
"71190",21.23,6
"71191",20.77,0
"71192",17.65,19
"71193",9.78,12
"71194",24.29,9
"71195",12.5,9
"71196",28.82,4
"71197",14.71,15
"71198",22.22,6
"71199",20.94,10
"71200",22.5,6
"71201",23.85,22
"71202",16,11
"71203",24.13,18
"71204",11.11,12
"71205",32.67,11
"71206",29.7,8
"71207",23.71,23
"71208",15.38,12
"71209",10.81,9
"71210",24,0
"71211",22.46,18
"71212",27.24,22
"71213",24.67,16
"71214",27.22,15
"71215",32.4,15
"71216",20.41,15
"71217",21.23,18
"71218",20.88,10
"71219",21.06,23
"71220",22.67,15
"71221",22.36,20
"71222",28.2,3
"71223",22.78,22
"71224",22.08,22
"71225",20.65,10
"71226",21.36,19
"71227",23.85,3
"71228",20.97,15
"71229",33.33,14
"71230",21.2,16
"71231",0,6
"71232",11.11,19
"71233",27.71,22
"71234",20,11
"71235",24.8,18
"71236",33.33,7
"71237",9.31,23
"71238",30,17
"71239",3.39,10
"71240",16,15
"71241",24,22
"71242",16.67,8
"71243",5.24,4
"71244",16.19,8
"71245",21.05,15
"71246",22.46,13
"71247",21.43,16
"71248",21.68,23
"71249",20.89,13
"71250",23.16,7
"71251",21,20
"71252",0,20
"71253",21.23,15
"71254",21.2,6
"71255",10.71,13
"71256",21.41,1
"71257",26,16
"71258",36.36,20
"71259",21.68,13
"71260",7.14,17
"71261",18.18,7
"71262",11.76,12
"71263",21.62,20
"71264",18.18,20
"71265",31.43,16
"71266",22.13,14
"71267",23.79,19
"71268",23.06,1
"71269",21.45,15
"71270",8.33,21
"71271",26.55,18
"71272",21.03,6
"71273",23,7
"71274",21.88,7
"71275",20,11
"71276",18.75,13
"71277",20.97,7
"71278",22.31,20
"71279",13.33,20
"71280",25.83,19
"71281",22.67,6
"71282",22,8
"71283",15.38,18
"71284",16,15
"71285",29.29,0
"71286",37.09,20
"71287",12.5,13
"71288",0,23
"71289",26.54,11
"71290",26.25,21
"71291",22.74,20
"71292",23.47,23
"71293",27.29,10
"71294",25,23
"71295",18.18,6
"71296",24.24,17
"71297",16.47,8
"71298",16.67,19
"71299",26.88,20
"71300",22.69,15
"71301",20.9,20
"71302",20.65,11
"71303",24.55,21
"71304",34,7
"71305",21.68,15
"71306",16.67,22
"71307",21.05,9
"71308",22.31,9
"71309",21,12
"71310",22.78,0
"71311",16,22
"71312",24,2
"71313",31.47,1
"71314",23,16
"71315",16,16
"71316",28.42,22
"71317",26.86,14
"71318",28.46,19
"71319",23.06,21
"71320",24.33,0
"71321",16,6
"71322",23.43,18
"71323",18.18,15
"71324",21.72,22
"71325",20,9
"71326",22.74,4
"71327",31.36,8
"71328",27.27,12
"71329",5.71,18
"71330",23.08,18
"71331",19.23,19
"71332",0,11
"71333",21.39,7
"71334",22.29,8
"71335",22.5,11
"71336",14.29,12
"71337",11.54,0
"71338",22.6,0
"71339",0,17
"71340",20,23
"71341",15.65,4
"71342",7.41,9
"71343",20.51,15
"71344",15.79,0
"71345",24.38,19
"71346",22.5,20
"71347",35.2,4
"71348",25.48,14
"71349",12.73,12
"71350",13.6,13
"71351",16.67,16
"71352",10,18
"71353",22.32,19
"71354",13.33,18
"71355",23.22,18
"71356",22,17
"71357",18.18,1
"71358",10.53,12
"71359",22,9
"71360",26.67,7
"71361",16.67,6
"71362",16,1
"71363",13.33,15
"71364",23.12,22
"71365",1.43,15
"71366",20.54,4
"71367",23.75,11
"71368",21.52,9
"71369",20.94,10
"71370",21.25,9
"71371",24.55,22
"71372",62.5,23
"71373",34,18
"71374",21.07,17
"71375",13.33,12
"71376",21.88,19
"71377",20.86,18
"71378",26,18
"71379",11.76,12
"71380",18.18,7
"71381",0,17
"71382",21.67,14
"71383",8.7,16
"71384",13.33,5
"71385",21.76,8
"71386",21.58,13
"71387",21.49,22
"71388",0,12
"71389",12.5,18
"71390",21.88,19
"71391",32.11,12
"71392",34.8,15
"71393",25.07,21
"71394",22.91,13
"71395",6.67,22
"71396",0,16
"71397",20.89,14
"71398",20,19
"71399",22.22,20
"71400",36,12
"71401",21.14,9
"71402",21.75,18
"71403",15.38,23
"71404",28.73,15
"71405",17.56,1
"71406",26.67,9
"71407",24,9
"71408",21.39,14
"71409",11.84,9
"71410",13.33,17
"71411",37.5,1
"71412",22.69,19
"71413",7.41,20
"71414",30,15
"71415",13.33,12
"71416",24.12,16
"71417",24.17,20
"71418",23.1,16
"71419",0,2
"71420",22.44,15
"71421",28,13
"71422",0.71,21
"71423",20.78,16
"71424",22.17,22
"71425",15.38,19
"71426",0,10
"71427",22.29,11
"71428",37,21
"71429",0,12
"71430",17.31,12
"71431",16.67,9
"71432",30,10
"71433",22.5,7
"71434",12.5,7
"71435",21.67,11
"71436",24.33,2
"71437",23.18,17
"71438",21.44,0
"71439",24.8,18
"71440",21.67,18
"71441",22.77,19
"71442",22.6,20
"71443",23.16,10
"71444",15.58,22
"71445",7.14,7
"71446",22.67,6
"71447",24.17,0
"71448",15.38,18
"71449",22.73,11
"71450",0,15
"71451",35.38,2
"71452",22.17,0
"71453",10,18
"71454",22,8
"71455",19.65,8
"71456",21.11,23
"71457",20.73,18
"71458",21.52,12
"71459",20.83,22
"71460",22,2
"71461",0,23
"71462",21.88,14
"71463",10.1,12
"71464",22.18,18
"71465",9.52,21
"71466",22.31,13
"71467",25.54,17
"71468",21.68,9
"71469",35.71,18
"71470",23.75,14
"71471",50,21
"71472",10.71,13
"71473",34.56,0
"71474",18.18,13
"71475",20.83,11
"71476",20.41,20
"71477",6.8,20
"71478",22.91,7
"71479",23.53,4
"71480",21.58,11
"71481",15.38,11
"71482",30,7
"71483",18.06,12
"71484",27.27,17
"71485",27.73,11
"71486",21.15,13
"71487",21.33,17
"71488",22.67,7
"71489",22.89,22
"71490",28.04,8
"71491",17,20
"71492",21.07,11
"71493",23.71,23
"71494",21.39,15
"71495",15.79,15
"71496",24.39,16
"71497",21.58,10
"71498",11.11,21
"71499",23.18,19
"71500",20,15
"71501",22,7
"71502",62.5,20
"71503",22,15
"71504",20.96,2
"71505",25.08,20
"71506",16.67,12
"71507",22.22,9
"71508",22.44,15
"71509",22.32,17
"71510",5.26,18
"71511",21.5,12
"71512",22,1
"71513",30,23
"71514",7.14,8
"71515",27.27,15
"71516",14.29,5
"71517",25.81,9
"71518",22.44,9
"71519",20.71,14
"71520",27.29,9
"71521",17.65,13
"71522",24.38,16
"71523",20.94,15
"71524",22,22
"71525",21.58,10
"71526",17.6,20
"71527",16.67,15
"71528",21.45,13
"71529",22.48,22
"71530",29.33,21
"71531",21.78,18
"71532",20.94,18
"71533",0,0
"71534",23.91,10
"71535",24.29,14
"71536",18.18,8
"71537",21.09,18
"71538",9.52,20
"71539",15.17,22
"71540",16.33,7
"71541",0,13
"71542",30.29,17
"71543",20.53,15
"71544",11.76,2
"71545",22,12
"71546",14.29,0
"71547",0,21
"71548",26.84,10
"71549",17,3
"71550",15.38,12
"71551",22.14,9
"71552",33.64,7
"71553",4.71,21
"71554",27.29,11
"71555",24.24,18
"71556",22.36,23
"71557",22.91,9
"71558",0,17
"71559",15.79,0
"71560",2.86,7
"71561",21.41,17
"71562",13.79,19
"71563",24.33,23
"71564",24.67,17
"71565",20.83,12
"71566",0,15
"71567",35.11,19
"71568",21.58,4
"71569",13.51,21
"71570",22,6
"71571",21.86,3
"71572",22.14,12
"71573",16.67,10
"71574",21.23,9
"71575",15,21
"71576",80,9
"71577",18.18,1
"71578",22.22,8
"71579",21.93,0
"71580",23.6,17
"71581",22.89,21
"71582",24.33,21
"71583",8.33,13
"71584",23.97,17
"71585",29,0
"71586",24.1,14
"71587",20.29,18
"71588",28.82,4
"71589",30,8
"71590",14.29,16
"71591",21.33,17
"71592",6.78,7
"71593",22,8
"71594",21.24,22
"71595",21.39,9
"71596",29.41,13
"71597",20.71,1
"71598",28.57,21
"71599",12.12,20
"71600",21.79,18
"71601",23.33,11
"71602",22.5,22
"71603",24.17,4
"71604",22.5,10
"71605",17.39,22
"71606",21.58,10
"71607",10.91,17
"71608",17.65,11
"71609",22.22,9
"71610",9.09,12
"71611",21.88,14
"71612",25.2,20
"71613",22,16
"71614",20,5
"71615",20,9
"71616",21.44,21
"71617",27.73,11
"71618",20,0
"71619",21.3,17
"71620",15.38,11
"71621",21.88,14
"71622",24.12,18
"71623",18.18,6
"71624",21.18,0
"71625",21.6,6
"71626",10.2,9
"71627",26.25,12
"71628",32,17
"71629",9.62,14
"71630",33.08,9
"71631",9.6,0
"71632",23.71,21
"71633",25,6
"71634",27.6,23
"71635",9.52,18
"71636",22.17,0
"71637",20.33,14
"71638",30.91,20
"71639",22.67,18
"71640",21.44,23
"71641",10,0
"71642",16.09,9
"71643",21.19,9
"71644",33.08,14
"71645",27.16,10
"71646",25.38,16
"71647",22.5,12
"71648",22.5,14
"71649",21.78,11
"71650",22.29,20
"71651",21.88,12
"71652",26.43,10
"71653",18.52,20
"71654",14.29,12
"71655",26.86,8
"71656",22.67,10
"71657",22.26,22
"71658",23.18,16
"71659",25.56,23
"71660",21.52,4
"71661",22.29,8
"71662",14.29,23
"71663",23,17
"71664",26.55,18
"71665",25,18
"71666",11.76,10
"71667",24,23
"71668",22.67,7
"71669",13.33,9
"71670",32.5,11
"71671",22.17,22
"71672",20.94,19
"71673",24.5,18
"71674",20.51,8
"71675",25.2,0
"71676",21.88,19
"71677",13.33,12
"71678",21.58,7
"71679",34.8,7
"71680",16.53,19
"71681",18.75,1
"71682",21.16,0
"71683",22.74,0
"71684",20.68,14
"71685",22.78,20
"71686",21.47,0
"71687",18.18,19
"71688",25.83,16
"71689",30.91,5
"71690",23.57,2
"71691",23.33,10
"71692",20.83,5
"71693",22.44,14
"71694",20.71,12
"71695",42.86,19
"71696",22.73,9
"71697",20,10
"71698",22.46,12
"71699",7.14,2
"71700",17.39,2
"71701",22.78,2
"71702",21.35,19
"71703",23.12,20
"71704",20.43,19
"71705",27,9
"71706",21.76,7
"71707",16.67,17
"71708",30.91,16
"71709",0,2
"71710",22.5,15
"71711",21.43,10
"71712",21.33,13
"71713",27.22,6
"71714",21.53,19
"71715",24,22
"71716",28.33,10
"71717",21.78,12
"71718",29.33,15
"71719",28,21
"71720",5,10
"71721",24.33,0
"71722",22.08,0
"71723",22.77,18
"71724",22.29,11
"71725",31.05,16
"71726",27.1,21
"71727",15.38,17
"71728",30.63,16
"71729",26.78,11
"71730",33.7,20
"71731",26.86,13
"71732",21.76,10
"71733",21.33,14
"71734",20.91,18
"71735",11.32,7
"71736",23.18,18
"71737",21.6,11
"71738",9.52,11
"71739",26.15,9
"71740",27.5,15
"71741",21.25,10
"71742",20.6,9
"71743",5.71,13
"71744",32.12,22
"71745",0,12
"71746",20.83,11
"71747",20.83,15
"71748",21.39,19
"71749",18.75,10
"71750",20.42,9
"71751",22.73,11
"71752",24,14
"71753",15,1
"71754",26.4,9
"71755",20.3,9
"71756",21.43,18
"71757",24.39,23
"71758",32.86,14
"71759",16,11
"71760",21.5,11
"71761",18.18,15
"71762",37.14,19
"71763",21.52,9
"71764",27.2,3
"71765",28.73,6
"71766",24,18
"71767",12.5,11
"71768",14.29,19
"71769",22.38,0
"71770",15.38,4
"71771",29.29,20
"71772",22,20
"71773",10,13
"71774",23.12,0
"71775",25,18
"71776",20.98,0
"71777",27.33,14
"71778",20,15
"71779",23.2,13
"71780",21.28,20
"71781",10.53,13
"71782",25.2,5
"71783",28.89,7
"71784",28,19
"71785",20.79,2
"71786",13.79,19
"71787",18.42,9
"71788",13.85,13
"71789",25.95,11
"71790",21.35,0
"71791",26.44,21
"71792",0,18
"71793",20,14
"71794",16.41,19
"71795",0,22
"71796",36.36,6
"71797",21.43,7
"71798",22.88,19
"71799",0,13
"71800",22.46,8
"71801",23.47,22
"71802",31.42,21
"71803",23.2,9
"71804",10.44,13
"71805",25,22
"71806",27.86,18
"71807",21.45,14
"71808",0,23
"71809",20,7
"71810",23.47,2
"71811",20.31,16
"71812",12,6
"71813",23.12,23
"71814",22.46,11
"71815",20.39,17
"71816",23.33,12
"71817",11.9,15
"71818",20.61,17
"71819",20.94,11
"71820",23.12,0
"71821",20.94,12
"71822",26.67,16
"71823",22.67,8
"71824",21.68,17
"71825",25.79,20
"71826",21.07,14
"71827",20.51,13
"71828",0,21
"71829",20.42,16
"71830",17.65,18
"71831",25.97,20
"71832",8.99,1
"71833",20.43,8
"71834",13.04,23
"71835",23.33,2
"71836",20.7,15
"71837",15.62,20
"71838",22,0
"71839",23.47,1
"71840",22.48,20
"71841",22.19,18
"71842",22.14,7
"71843",0,0
"71844",20.85,23
"71845",34.11,20
"71846",0,21
"71847",26.76,21
"71848",12.5,3
"71849",0,21
"71850",18.18,23
"71851",17.31,10
"71852",21.43,23
"71853",26.84,14
"71854",20.94,11
"71855",21.62,1
"71856",23.33,8
"71857",16.67,12
"71858",25.14,18
"71859",26.52,12
"71860",29.59,15
"71861",10.4,21
"71862",12.12,11
"71863",27.73,18
"71864",16.67,21
"71865",32.29,7
"71866",14.29,20
"71867",31.33,12
"71868",21.95,16
"71869",23.06,20
"71870",0,3
"71871",23.56,10
"71872",37.5,1
"71873",23.13,20
"71874",17.65,6
"71875",18.18,22
"71876",22.73,15
"71877",0,23
"71878",21.45,8
"71879",8.33,10
"71880",24.55,21
"71881",22.18,18
"71882",21.5,13
"71883",22.78,2
"71884",24.17,20
"71885",21.35,20
"71886",25,23
"71887",0,5
"71888",27.74,19
"71889",21.68,12
"71890",21.79,0
"71891",22.6,21
"71892",7.41,6
"71893",24.03,6
"71894",15.38,22
"71895",11.76,8
"71896",17.78,10
"71897",21.58,20
"71898",23.75,7
"71899",22,22
"71900",21.52,16
"71901",6.58,10
"71902",32.82,7
"71903",16.67,14
"71904",22.94,1
"71905",0,18
"71906",21.86,0
"71907",26.32,8
"71908",20.31,19
"71909",18.18,12
"71910",22,7
"71911",4.44,20
"71912",10,14
"71913",21.67,19
"71914",20.91,8
"71915",12.5,12
"71916",21.14,19
"71917",18.18,14
"71918",24.24,18
"71919",22.31,19
"71920",13.85,0
"71921",32.53,9
"71922",8,11
"71923",16.67,10
"71924",30,21
"71925",19.35,10
"71926",24.83,20
"71927",21.5,13
"71928",22.46,15
"71929",20.78,22
"71930",16.67,16
"71931",21.88,13
"71932",27.24,20
"71933",21.85,21
"71934",21.58,14
"71935",21.19,13
"71936",9.52,20
"71937",22.92,20
"71938",0,8
"71939",21.88,12
"71940",9.52,23
"71941",22,0
"71942",27.2,16
"71943",22.67,12
"71944",25,19
"71945",21.82,9
"71946",20.61,9
"71947",21.07,13
"71948",21.88,11
"71949",7.14,19
"71950",30,17
"71951",26.33,10
"71952",28.38,7
"71953",26.52,15
"71954",23.85,2
"71955",21.41,21
"71956",12.5,21
"71957",23.6,18
"71958",22,15
"71959",21.03,16
"71960",22.67,13
"71961",10.91,14
"71962",10,12
"71963",21.03,11
"71964",21.6,13
"71965",17.62,17
"71966",26.5,22
"71967",21.43,8
"71968",27.16,8
"71969",0.1,2
"71970",24.33,20
"71971",18.87,20
"71972",16.08,20
"71973",25.38,19
"71974",34.11,2
"71975",22.67,13
"71976",33.64,15
"71977",20,14
"71978",21.44,0
"71979",0,22
"71980",13.7,18
"71981",23.71,20
"71982",30,17
"71983",24,23
"71984",28.46,17
"71985",22.13,9
"71986",22.5,9
"71987",23.04,19
"71988",23.5,18
"71989",22.64,16
"71990",20.73,14
"71991",23.85,23
"71992",20.79,1
"71993",22.27,21
"71994",20.45,8
"71995",22.89,2
"71996",17.78,9
"71997",28.34,18
"71998",22.94,2
"71999",21.78,0
"72000",17.5,20
"72001",24.55,1
"72002",21.68,9
"72003",22.44,9
"72004",23,19
"72005",44.44,11
"72006",22.64,23
"72007",7.69,14
"72008",20,23
"72009",20,8
"72010",22,19
"72011",21.6,11
"72012",20.83,19
"72013",24.73,2
"72014",19.29,22
"72015",27.29,12
"72016",8.82,0
"72017",21.2,10
"72018",10.71,18
"72019",85.11,23
"72020",0,2
"72021",15.38,6
"72022",22.38,0
"72023",0,22
"72024",22.67,11
"72025",5.71,16
"72026",0,18
"72027",19.05,20
"72028",36.36,12
"72029",12.5,17
"72030",21.78,15
"72031",14.29,18
"72032",21.52,20
"72033",6,19
"72034",22.44,22
"72035",26.11,10
"72036",21.68,7
"72037",21.58,10
"72038",22.29,8
"72039",31.14,14
"72040",24.55,5
"72041",17.65,19
"72042",18.18,18
"72043",21.95,18
"72044",20.56,13
"72045",21.74,22
"72046",21.07,14
"72047",21.45,12
"72048",21.52,10
"72049",15.38,22
"72050",22.67,10
"72051",20.93,23
"72052",11.84,18
"72053",9.09,20
"72054",15.38,8
"72055",27.2,22
"72056",8.89,7
"72057",23.17,8
"72058",22.08,0
"72059",33.69,10
"72060",13.79,11
"72061",21.5,9
"72062",22.08,21
"72063",25.91,12
"72064",20.84,18
"72065",24.29,13
"72066",27.5,20
"72067",15.38,13
"72068",26,9
"72069",21.19,17
"72070",21.07,7
"72071",0,21
"72072",24.72,0
"72073",20,19
"72074",24.73,5
"72075",27.5,13
"72076",21.79,1
"72077",34.33,0
"72078",24.24,7
"72079",12.5,13
"72080",21.6,19
"72081",22.91,9
"72082",22.78,1
"72083",18.18,0
"72084",33.69,7
"72085",14.81,8
"72086",21.33,8
"72087",36,2
"72088",23.57,22
"72089",24,16
"72090",23.43,19
"72091",32.78,20
"72092",27.93,19
"72093",84,12
"72094",20.84,17
"72095",21.88,9
"72096",23,9
"72097",10.26,9
"72098",28.46,19
"72099",12.5,14
"72100",9.76,21
"72101",19.44,23
"72102",20.79,12
"72103",22.63,23
"72104",21.79,21
"72105",21.6,13
"72106",23.25,1
"72107",21.44,20
"72108",26.6,20
"72109",20,6
"72110",23.85,15
"72111",20,11
"72112",21.18,3
"72113",23.22,13
"72114",0,6
"72115",32.22,23
"72116",25,20
"72117",23.27,16
"72118",21.43,15
"72119",15.38,19
"72120",27.46,17
"72121",15,15
"72122",23.47,0
"72123",6.9,1
"72124",24.16,13
"72125",22.91,11
"72126",20.83,12
"72127",6.67,8
"72128",27.69,6
"72129",21.78,11
"72130",21.5,15
"72131",22.89,20
"72132",21.76,8
"72133",9.26,9
"72134",7.41,19
"72135",22.94,8
"72136",4.65,15
"72137",21.45,13
"72138",30.56,14
"72139",12.56,7
"72140",18.18,22
"72141",21.06,21
"72142",15.38,0
"72143",28.75,18
"72144",21.85,22
"72145",8.33,17
"72146",17.65,23
"72147",14.29,7
"72148",22.14,9
"72149",20.84,7
"72150",22,23
"72151",22,18
"72152",20,16
"72153",22.4,16
"72154",6.56,7
"72155",20.6,14
"72156",16.92,7
"72157",23.56,11
"72158",22.89,22
"72159",13.64,8
"72160",22.22,7
"72161",20.8,12
"72162",21.45,15
"72163",0,22
"72164",25.59,0
"72165",21.52,11
"72166",22.5,10
"72167",10,19
"72168",21.72,3
"72169",14.81,22
"72170",23.57,13
"72171",10.53,8
"72172",28.73,13
"72173",22.22,1
"72174",24.33,21
"72175",11.54,0
"72176",12.9,23
"72177",5.88,15
"72178",20.68,12
"72179",26.34,20
"72180",0,2
"72181",0,6
"72182",20.78,9
"72183",20.75,23
"72184",23.53,8
"72185",23.53,10
"72186",26.67,8
"72187",23.2,11
"72188",29.33,22
"72189",18.75,5
"72190",18.75,13
"72191",29.01,11
"72192",15,16
"72193",25.56,21
"72194",31.11,12
"72195",13.79,18
"72196",28.57,20
"72197",7.69,16
"72198",23.89,16
"72199",22.22,13
"72200",27.22,14
"72201",20.55,11
"72202",21.53,2
"72203",26.82,14
"72204",22.13,10
"72205",21.25,7
"72206",23.33,2
"72207",21.88,8
"72208",27.78,18
"72209",15.38,11
"72210",23.79,20
"72211",9.76,8
"72212",33.03,17
"72213",22.22,19
"72214",29,3
"72215",22.89,22
"72216",21.1,13
"72217",13.04,8
"72218",22.14,11
"72219",25.56,0
"72220",23.06,1
"72221",24.17,1
"72222",32.35,10
"72223",14.59,18
"72224",19.23,20
"72225",18.37,19
"72226",37.5,11
"72227",33.71,23
"72228",15.38,19
"72229",23.25,20
"72230",25.78,0
"72231",23.33,18
"72232",22.36,23
"72233",23.06,2
"72234",13.89,15
"72235",22,22
"72236",21.33,11
"72237",26.67,0
"72238",11.3,21
"72239",22,10
"72240",23.33,0
"72241",34,8
"72242",12.22,9
"72243",8.7,23
"72244",20.84,7
"72245",23,7
"72246",24,9
"72247",21.76,14
"72248",25,20
"72249",21.79,23
"72250",27.6,9
"72251",22,11
"72252",10,13
"72253",27.29,2
"72254",16.22,4
"72255",24,15
"72256",24.17,9
"72257",21.43,15
"72258",18.18,8
"72259",24,21
"72260",21.88,10
"72261",21.33,15
"72262",21.94,18
"72263",21.64,19
"72264",20.94,14
"72265",19.05,0
"72266",24.55,21
"72267",22.44,9
"72268",20,3
"72269",0,22
"72270",14.29,19
"72271",23.21,15
"72272",22.5,18
"72273",34.11,0
"72274",21.58,22
"72275",22.57,16
"72276",21.2,13
"72277",11.11,23
"72278",21.71,18
"72279",21.52,22
"72280",22.36,23
"72281",19.23,22
"72282",13.33,19
"72283",26.55,17
"72284",24,20
"72285",17.02,0
"72286",21.3,15
"72287",10.4,14
"72288",21.19,14
"72289",16.67,14
"72290",22.74,22
"72291",22.13,9
"72292",23.79,17
"72293",19.15,20
"72294",36.36,2
"72295",21.67,12
"72296",23.71,22
"72297",7.37,16
"72298",22.67,8
"72299",22.5,23
"72300",22.89,22
"72301",16.67,10
"72302",18.18,9
"72303",14.29,21
"72304",11.11,1
"72305",28.57,9
"72306",25.78,21
"72307",23.6,17
"72308",0,19
"72309",47.62,9
"72310",28.46,18
"72311",26.54,15
"72312",17.39,13
"72313",22.46,15
"72314",17.5,18
"72315",16.67,11
"72316",32.18,12
"72317",23.56,17
"72318",33.33,18
"72319",35.83,22
"72320",14.29,19
"72321",33.39,2
"72322",21.72,22
"72323",16.22,23
"72324",26.67,19
"72325",24.77,6
"72326",20.76,13
"72327",20,22
"72328",34.44,15
"72329",22.38,22
"72330",3.51,2
"72331",22.44,8
"72332",26.18,15
"72333",0,22
"72334",22.13,7
"72335",25.83,18
"72336",20.69,23
"72337",27.14,19
"72338",24.17,1
"72339",21.67,7
"72340",21.92,0
"72341",28.57,17
"72342",22.13,12
"72343",22,13
"72344",20.82,10
"72345",25.78,23
"72346",21.43,22
"72347",12.5,9
"72348",6.25,17
"72349",22.73,10
"72350",22.22,22
"72351",22.46,12
"72352",23.12,22
"72353",8.33,16
"72354",22.8,18
"72355",17.39,1
"72356",22.89,21
"72357",22.32,19
"72358",20.61,14
"72359",26.76,1
"72360",24.5,19
"72361",14.81,14
"72362",28,20
"72363",21.09,19
"72364",21.03,16
"72365",11.11,2
"72366",27.5,18
"72367",22.46,9
"72368",22.67,12
"72369",21.36,9
"72370",31.43,18
"72371",10,15
"72372",16.67,21
"72373",25.78,23
"72374",25,1
"72375",21.28,13
"72376",33.39,22
"72377",25,16
"72378",0,12
"72379",22.73,13
"72380",0,12
"72381",21.52,11
"72382",16.52,14
"72383",26.56,12
"72384",22.22,15
"72385",22.38,1
